순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"380","컴퓨터/모바일","3D 캐릭터 모델링의 정석","K852638323","9791186573457","","비엘북스","Chris Legaspi.3D Total Publishing 지음, 김홍 옮김","35,000","31,500","3,500","10%","1,750점","20200330","620"
"381","컴퓨터/모바일","엑셀을 활용한 통계자료분석","K962638482","9791160733587","","경문사(경문북스)","박영옥 외 지음","22,000","22,000","0","0%","660점","20200302","610"
"382","컴퓨터/모바일","컴퓨터 시스템 소프트웨어","8966284256","9788966284252","","오성미디어","배인한.김정아 지음","20,000","20,000","0","0%","0점","20170208","571"
"383","컴퓨터/모바일","Go 풀스택 웹 개발","K222638224","9791161754000","93000","에이콘출판","미나 안드라오스 지음, 이우현 옮김","30,000","27,000","3,000","10%","1,500점","20200326","570"
"384","컴퓨터/모바일","안드로이드 앱 프로그래밍 입문","8970508813","9788970508818","93000","생능출판사","유헌창.정광식 지음","20,000","20,000","0","0%","600점","20161111","540"
"385","컴퓨터/모바일","안녕! 인터랙티브 미디어아트","8966262589","9788966262588","13680","인사이트","이재민 지음","35,000","31,500","3,500","10%","1,750점","20200318","520"
"386","컴퓨터/모바일","C 프로그래밍 기초","K312638125","9791185578521","93000","인피니티북스","서동만.전수빈 지음","18,000","18,000","0","0%","900점","20191219","430"
"387","컴퓨터/모바일","C언어 기초","K372638507","9791159066221","93000","복두출판사","강형일 지음","18,000","18,000","0","0%","900점","20200302","420"
"388","컴퓨터/모바일","YouTube 유튜브로 돈 벌기","K152535403","9791187345817","03320","길벗","이혜강.국동원 지음","15,000","13,500","1,500","10%","750점","20190315","9210"
"389","컴퓨터/모바일","함께 자라기","8966262333","9788966262335","13000","인사이트","김창준 지음","13,000","11,700","1,300","10%","650점","20181130","5953"
"390","컴퓨터/모바일","이펙티브 자바","8966262287","9788966262281","93000","인사이트","조슈아 블로크 지음, 개앞맵시 옮김","36,000","32,400","3,600","10%","1,800점","20181101","4590"
"391","컴퓨터/모바일","윤성우의 열혈 Java 프로그래밍","8996094072","9788996094074","93000","오렌지미디어","윤성우 지음","30,000","27,000","3,000","10%","1,500점","20170705","4308"
"392","컴퓨터/모바일","객체지향의 사실과 오해","8998139766","9788998139766","93000","위키북스","조영호 지음","20,000","18,000","2,000","10%","1,000점","20150617","4186"
"393","컴퓨터/모바일","직장인을 위한 실무 엑셀 & 파워포인트","K722531757","9791160503289","03000","길벗","배준오 지음","22,000","19,800","2,200","10%","1,100점","20171110","4094"
"394","컴퓨터/모바일","도널드 노먼의 UX 디자인 특강","K202532130","9791188314027","93560","유엑스리뷰","도널드 노먼 지음, 범어디자인연구소 옮김","26,000","23,400","2,600","10%","1,300점","20180405","3173"
"395","컴퓨터/모바일","대시보드 설계와 데이터 시각화","K132534114","9791196203757","93000","책만","스티브 웩슬러.제프리 섀퍼. 앤디 코트그리브 지음, 최윤석 옮김","33,000","29,700","3,300","10%","1,650점","20181220","3025"
"396","컴퓨터/모바일","R을 이용한 데이터 처리 & 분석 실무","8966188265","9788966188260","93000","길벗","서민구 지음","36,000","32,400","3,600","10%","1,800점","20141031","3021"
"397","컴퓨터/모바일","인사이드 자바스크립트","8968480656","9788968480652","13000","한빛미디어","송형주.고현준 지음","18,000","16,200","1,800","10%","900점","20140102","2993"
"398","컴퓨터/모바일","어서와 JAVA는 처음이지!","K592434587","9791185578217","1","인피니티북스","천인국 지음","33,000","33,000","0","0%","1,650점","20151125","2612"
"399","컴퓨터/모바일","직장인을 위한 데이터 분석 실무 with 파이썬","K382636127","9791158391836","93000","위키북스","이형석 외 지음","27,000","24,300","2,700","10%","1,350점","20200103","2600"
"400","컴퓨터/모바일","왕초보 유튜브 부업왕","K602635736","9791186647301","13560","진서원","수다쟁이쭌(문준희) 지음","19,800","17,820","1,980","10%","990점","20190702","2580"
"401","컴퓨터/모바일","C++ 기초 플러스","8931555350","9788931555356","13000","성안당","스테판 프라타 지음, 맹철규 옮김","40,000","40,000","0","0%","0점","20200325","2467"
"402","컴퓨터/모바일","미술관에 GAN 딥러닝 실전 프로젝트","K202636997","9791162241080","93000","한빛미디어","데이비드 포스터 지음, 박해선 옮김","32,000","28,800","3,200","10%","1,600점","20191115","2320"
"403","컴퓨터/모바일","마인크래프트 바다 생존 가이드","8931461178","9788931461176","74690","영진.com(영진닷컴)","Mojang AB 지음, 이주안 옮김","12,000","10,800","1,200","10%","600점","20191115","2233"
"404","컴퓨터/모바일","브리태니커 만화 백과 : 코딩","K312635089","9791164130726","77030","아이세움","봄봄 스토리 지음, 이태영 그림, 정영식 외 감수","11,000","9,900","1,100","10%","550점","20190410","2220"
"405","컴퓨터/모바일","신경망 첫걸음","8968483507","9788968483509","93000","한빛미디어","타리크 라시드 지음, 송교석 옮김","25,000","22,500","2,500","10%","1,250점","20170403","2199"
"406","컴퓨터/모바일","Hello Coding HTML5 + CSS3","K912532408","9791162240502","94000","한빛미디어","황재호 지음","19,800","17,820","1,980","10%","990점","20180302","2191"
"407","컴퓨터/모바일","프로그래머를 위한 확률과 통계","K212635295","9791160507829","93000","길벗","히라오카 카즈유키.호리 겐 지음, 이창신 옮김","32,000","28,800","3,200","10%","1,600점","20190510","2171"
"408","컴퓨터/모바일","엑셀 2019 매크로 & VBA 무작정 따라하기","K122635253","9791160508789","03000","길벗","이동숙 지음","25,000","22,500","2,500","10%","1,250점","20190826","2109"
"409","컴퓨터/모바일","완벽한 IT 인프라 구축을 위한 Docker","8956747903","9788956747903","93000","정보문화사","아사 시호 지음, 이영란 옮김, 야마다 요시히로 감수","25,000","22,500","2,500","10%","1,250점","20180910","1937"
"410","컴퓨터/모바일","엑스브레인 쇼핑몰 성공법","K242635862","9791186647264","13320","진서원","엑스브레인 지음","20,000","18,000","2,000","10%","1,000점","20190318","1856"
"411","컴퓨터/모바일","유튜브 시크릿","K502635791","9791188522415","03320","더봄","션 커넬.벤지 트래비스 지음, 이용준 옮김","15,000","13,500","1,500","10%","750점","20190423","1847"
"412","컴퓨터/모바일","엔트리 게임 제작 무작정 따라하기","K262533645","9791160505351","73000","길벗","박혜정 외 지음","18,000","16,200","1,800","10%","900점","20180824","1814"
"413","컴퓨터/모바일","자바 객체지향 디자인 패턴","8968480915","9788968480911","93000","한빛미디어","정인상.채흥석 지음","28,000","25,200","2,800","10%","1,400점","20140402","1756"
"414","컴퓨터/모바일","캐릭터 드로잉","8960882666","9788960882669","13650","디지털북스(아이생각)","미아캣 지음","20,000","18,000","2,000","10%","1,000점","20190720","1697"
"415","컴퓨터/모바일","엘라스틱서치 실무 가이드","K832635781","9791158391485","93000","위키북스","권택환 외 지음","38,000","34,200","3,800","10%","1,900점","20190417","1547"
"416","컴퓨터/모바일","Logic Pro X 10.4","K152636628","9791158391867","93000","위키북스","윤준혁 지음","36,000","32,400","3,600","10%","1,800점","20200115","1525"
"417","컴퓨터/모바일","정보 보안 개론과 실습 - 시스템 해킹과 보안","K902534594","9791156644101","93000","한빛아카데미(교재)","양대일 지음","27,000","27,000","0","0%","0점","20181112","1525"
"418","컴퓨터/모바일","마인크래프트 가이드 컬렉션 : 탐험 + 크리에이티브 + 레드스톤 + 네더와엔드","8931456913","9788931456912","14690","영진.com(영진닷컴)","Mojang 지음","36,000","32,400","3,600","10%","1,800점","20180430","1523"
"419","컴퓨터/모바일","enjoy design 포토샵 CS6","8998756358","9788998756352","98000","한빛아카데미(교재)","이영주 지음","25,000","25,000","0","0%","0점","20130730","1508"
"420","컴퓨터/모바일","C# 프로그래밍 입문","8970509011","9788970509013","93000","생능출판사","오세만 외 지음","27,000","27,000","0","0%","810점","20170314","1502"
"421","컴퓨터/모바일","애프터스킬 안드로이드 with Kotlin 앱 프로그래밍 가이드","K322534228","9791186886892","13000","icox(아이콕스)","안귀정 지음","40,000","36,000","4,000","10%","2,000점","20190112","1402"
"422","컴퓨터/모바일","실전! 스프링 5와 Vue.js 2로 시작하는 모던 웹 애플리케이션 개발","K412636134","9791158391850","93000","위키북스","제임스 J. 예 지음, 김현만 외 옮김","36,000","32,400","3,600","10%","1,800점","20200121","1370"
"423","컴퓨터/모바일","스프링 퀵 스타트","K782535789","9791186710074","93000","루비페이퍼","채규태 지음","30,000","27,000","3,000","10%","1,500점","20160630","1343"
"424","컴퓨터/모바일","초보 웹 개발자를 위한 스프링5 프로그래밍 입문","8980782977","9788980782970","13560","가메출판사","최범균 지음","26,500","23,850","2,650","10%","1,320점","20180718","1314"
"425","컴퓨터/모바일","소프트웨어 공학의 모든 것","8970503641","9788970503646","93000","생능출판사","최은만 지음","30,000","30,000","0","0%","900점","20200210","1270"
"426","컴퓨터/모바일","명품 C언어 프로그래밍","897050771X","9788970507712","93000","생능출판사","안기수 지음","27,000","27,000","0","0%","810점","20130228","1233"
"427","컴퓨터/모바일","초보자의 첫 번째 한글 2010","K132533458","9791156641124","93000","한빛아카데미(교재)","양숙희 지음","10,000","10,000","0","0%","0점","20140817","1224"
"428","컴퓨터/모바일","소프트 스킬","K662434482","9791186659885","93560","길벗","존 손메즈 지음, .이미령.김태곤 옮김","25,000","22,500","2,500","10%","1,250점","20151127","1181"
"429","컴퓨터/모바일","꼭 필요한 만큼의 리서치","K312531515","9791185885131","13000","웹액츄얼리코리아","에리카 홀 지음, 김기성.이윤솔 옮김","15,000","13,500","1,500","10%","750점","20170908","1048"
"430","컴퓨터/모바일","개념을 콕콕 잡아주는 데이터베이스 (본책 + 실전연습문제)","8982417141","9788982417146","93000","이한출판사","김경창 외 지음","27,000","27,000","0","0%","270점","20110120","1042"
"431","컴퓨터/모바일","엑셀 2016","8970509860","9788970509860","93000","생능출판사","홍의경 지음","22,000","22,000","0","0%","660점","20190821","1039"
"432","컴퓨터/모바일","개발자의 디자인 독해력","K622638694","9791165210762","03000","길벗","C.L Deux Artistes 지음","22,000","19,800","2,200","10%","1,100점","20200305","1030"
"433","컴퓨터/모바일","아두이노 상상을 스케치하다","8994506934","9788994506937","93000","제이펍","허경용 지음","30,000","27,000","3,000","10%","1,500점","20140530","983"
"434","컴퓨터/모바일","[POD] 유튜브와 인스타그램을 위한 스마트폰영상편집 100% 활용법","K762636746","9791196363895","03500","윤들닷컴","이동윤(윤들쥔장) 지음","8,500","8,500","0","0%","0점","20200108","965"
"435","컴퓨터/모바일","엑셀 2016 자동계산","8983798971","9788983798978","18000","혜지원","손원준 지음","20,000","18,000","2,000","10%","1,000점","20160630","941"
"436","컴퓨터/모바일","엑셀 2016과 파워포인트 2016","K302638423","9791187486305","","카오스북","좋은 IT 기초교육팀 지음","23,000","23,000","0","0%","690점","20200316","940"
"437","컴퓨터/모바일","정보화 실무 Excel 2016","8909205520","9788909205528","13000","교학사(컴퓨터)","김수진 지음","7,000","6,300","700","10%","350점","20190130","912"
"438","컴퓨터/모바일","컴퓨터구조론","8970507809","9788970507804","93000","생능출판사","윤남일.이강우 지음","26,000","26,000","0","0%","1,300점","20130726","910"
"439","컴퓨터/모바일","Python 프로그래밍의 이해","K372536284","9791159090288","93000","교보문고(교재)","창병모.유석종.이상규 지음","18,000","18,000","0","0%","0점","20170117","892"
"440","컴퓨터/모바일","인터넷 윤리","K772535202","9791156642503","93000","한빛아카데미(교재)","최희식.김상균 지음","22,000","22,000","0","0%","0점","20160826","890"
"441","컴퓨터/모바일","쉽게 배우는 MATLAB 입문과 활용","8957615237","9788957615232","93560","도서출판 아진","여영구 지음","30,000","28,500","1,500","5%","1,500점","20190920","889"
